User Name,Recency,Frequency,Monetary,Cluster,Segment
bhpatillo,285,1,149.9,0,Low Value
bhpepe,103,1,2.4000000000000004,1,Medium Value
bhrathburn,155,3,600.0,1,Medium Value
bhreddy,276,3,4849.915,0,Low Value
bhrhodes,314,1,300.0,0,Low Value
bhrivenbark,221,1,908.6,0,Low Value
bhronk,150,1,239.8,1,Medium Value
bhrook,202,10,9509.29,1,Medium Value
bhrosenbaum,117,28,39395.559,1,Medium Value
bhrotella,284,1,39.9,0,Low Value
bhsanders,167,2,5083.2,1,Medium Value
bhschweizer,278,2,1999.9,0,Low Value
bhshippy,281,3,1280.8,0,Low Value
bhshoop,154,8,3200.0,1,Medium Value
bhsmalling,154,1,250.0,1,Medium Value
bhsprings,178,1,104.0,1,Medium Value
bhstevenson,323,2,1172.47,0,Low Value
bhstiner,134,2,219.8,1,Medium Value
bhstjohn,181,35,35455.488,1,Medium Value
bhswaim,265,3,170.6,0,Low Value
bhtaggart,156,3,804.0,1,Medium Value
bhthrower,282,1,959.6,0,Low Value
bhtims,279,1,110.55,0,Low Value
bhtoles,278,1,660.0,0,Low Value
bhtoupin,12,21,36928.42,1,Medium Value
bhtroiano,285,1,77.5,0,Low Value
bhtruett,282,1,39.528,0,Low Value
bhtsao,115,4,623.7,1,Medium Value
bhutt,195,1,119.9,1,Medium Value
bhvenne,166,1,104.0,1,Medium Value
bhwalraven,196,1,1428.9,1,Medium Value
bhwhittemore,157,6,1902.4399999999998,1,Medium Value
bhwicks,165,1,79.0,1,Medium Value
bhwitherspoon,182,2,0.0,1,Medium Value
bhwold,347,2,425.0,0,Low Value
bhwynne,103,1,2767.005,1,Medium Value
bhzito,285,1,1102.5,0,Low Value
bialder,315,7,2100.0,0,Low Value
biamen,189,1,1200.0,1,Medium Value
biannis,193,1,100.0,1,Medium Value
biapodaca,155,3,4600.0,1,Medium Value
bibakos,158,1,34.9,1,Medium Value
bibarrier,116,9,8460.08,1,Medium Value
bibeahm,209,2,325.7,0,Low Value
bibechtel,276,1,0.0,0,Low Value
bibeecher,285,1,1387.9,0,Low Value
bibehne,57,2,372.9,1,Medium Value
bibellew,103,2,88.8,1,Medium Value
bibender,279,1,299.8,0,Low Value
biborgman,282,1,709.9,0,Low Value
bibounds,219,1,175.1,0,Low Value
bibrackett,269,4,2276.5,0,Low Value
bibraziel,284,1,99.9,0,Low Value
bibreckenridge,47,1,37.6,1,Medium Value
bibrownell,149,1,152.9,1,Medium Value
bibuzzard,282,6,4551.12,0,Low Value
bicauley,279,4,3692.52,0,Low Value
bicaylor,111,8,341.5,1,Medium Value
biceaser,50,1,21.299999999999997,1,Medium Value
bichacon,86,1,2437.5,1,Medium Value
bicoombs,280,3,1154.1689999999999,0,Low Value
bicossey,191,3,4227.411,1,Medium Value
bicostner,185,1,3018.0,1,Medium Value
bicournoyer,61,16,6117.35,1,Medium Value
bicraighead,18,8,5271.4,1,Medium Value
bidave,238,3,466.0,0,Low Value
bidilday,276,6,31128.550000000003,0,Low Value
bidimmick,214,10,1813.0900000000001,0,Low Value
bidoctor,16,9,1049.0,1,Medium Value
biduffey,334,1,1748.0,0,Low Value
bieaston,110,5,304.8,1,Medium Value
bieddy,282,2,1340.0,0,Low Value
biethridge,284,1,1318.88,0,Low Value
bieverett,155,1,400.0,1,Medium Value
bifelder,272,1,199.9,0,Low Value
bifinkel,195,3,900.0,1,Medium Value
biflores,180,2,3397.024,1,Medium Value
bifogle,274,2,279.6,0,Low Value
bifred,276,3,426.52,0,Low Value
bifugate,153,1,100.0,1,Medium Value
bigillison,140,2,324.0,1,Medium Value
biglatt,284,1,519.75,0,Low Value
bigoley,124,2,255.5,1,Medium Value
bigrubb,78,2,128.0,1,Medium Value
bihazley,5,1,75.0,1,Medium Value
biherbert,282,1,155.8,0,Low Value
bihilliard,175,1,540.0,1,Medium Value
bihitchens,279,2,2024.64,0,Low Value
bihockman,229,3,13555.2,0,Low Value
biiddings,16,65,85180.58501,1,Medium Value
biislam,284,1,0.0,0,Low Value
bijorge,154,1,400.0,1,Medium Value
bikeegan,284,2,239.21,0,Low Value
bikirwin,317,1,54.5,0,Low Value
biklein,276,1,129.9,0,Low Value
bilampe,164,1,24.0,1,Medium Value
bilarrison,237,1,145.0,0,Low Value
bilehman,192,1,139.0,1,Medium Value
bilevell,133,1,3750.0,1,Medium Value
bilevingston,153,1,600.0,1,Medium Value
bilittrell,170,1,18969.1,1,Medium Value
bilowrey,185,1,113.0,1,Medium Value
biluckett,183,1,6229.9,1,Medium Value
bilukasik,278,6,5827.7300000000005,0,Low Value
bilupien,278,1,0.0,0,Low Value
bimaday,278,1,1698.4,0,Low Value
bimaki,16,7,6016.4,1,Medium Value
bimateer,73,1,109.80000000000001,1,Medium Value
bimatsumoto,239,1,1585.1,0,Low Value
bimatter,153,3,2000.0,1,Medium Value
bimauk,282,1,0.0,0,Low Value
bimccullen,5,2,669.55,1,Medium Value
bimeister,329,3,285.0,0,Low Value
bimikesell,192,4,498.0,1,Medium Value
bimilliman,279,1,0.0,0,Low Value
bimingle,291,1,0.0,0,Low Value
bimirabal,287,1,205.9,0,Low Value
bimoss,112,1,99.9,1,Medium Value
binourse,278,1,195.8,0,Low Value
biolszewski,155,1,211.8,1,Medium Value
biorlando,194,3,1800.0,1,Medium Value
biotey,110,4,349.1,1,Medium Value
bioverby,285,1,1400.0,0,Low Value
bipalmer,155,2,1750.0,1,Medium Value
bipearcy,167,2,2698.0,1,Medium Value
bipeay,185,2,0.0,1,Medium Value
bipham,284,1,24.9,0,Low Value
bipollack,258,1,49.9,0,Low Value
biprager,15,14,9664.945,1,Medium Value
biprovencher,195,1,200.0,1,Medium Value
biquintanilla,172,3,4392.0,1,Medium Value
birein,133,4,13061.8,1,Medium Value
birenz,299,2,2594.8,0,Low Value
birester,125,1,60.0,1,Medium Value
birosol,84,5,560.1,1,Medium Value
bisantucci,195,2,1000.0,1,Medium Value
bischiff,51,1,39.8,1,Medium Value
bischroder,359,1,690.0,0,Low Value
biseaman,174,2,441.2,1,Medium Value
bisever,12,2,72.0,1,Medium Value
bishull,278,5,3186.6000000000004,0,Low Value
bisimmonds,153,2,1300.0,1,Medium Value
biskillings,167,2,421.875,1,Medium Value
bislagle,262,1,34.9,0,Low Value
bismithers,168,4,21430.4,1,Medium Value
bisotomayor,87,1,424.0,1,Medium Value
bistarr,248,1,61.9,0,Low Value
bisundberg,279,5,742.24,0,Low Value
bisurber,184,6,13268.765,1,Medium Value
biswihart,277,1,191.0,0,Low Value
bithedford,210,8,3343.145,0,Low Value
bithrasher,175,1,72.0,1,Medium Value
bitownsel,178,1,143.0,1,Medium Value
bitruitt,5,1,49.9,1,Medium Value
bitso,155,1,150.0,1,Medium Value
bitufts,119,1,59.5,1,Medium Value
bivaldovinos,189,1,69.9,1,Medium Value
bivalvo,245,2,257.5,0,Low Value
bivillalon,348,1,118.4,0,Low Value
bivo,176,1,568.35,1,Medium Value
biwarren,230,1,1082.5,0,Low Value
biwaterfield,194,1,100.0,1,Medium Value
biweiner,209,2,248.4,0,Low Value
biwerts,154,4,950.0,1,Medium Value
biwethington,264,12,20062.198,0,Low Value
biwotring,311,1,1499.9,0,Low Value
bjabbey,281,1,69.9,0,Low Value
bjadorno,163,1,151.39999999999998,1,Medium Value
bjalbright,154,2,500.0,1,Medium Value
bjamendola,285,4,1969.6,0,Low Value
bjangel,233,1,69.9,0,Low Value
bjarneson,132,1,183.8,1,Medium Value
bjbarnhardt,53,9,16332.85,1,Medium Value
bjbarnhill,279,1,816.0,0,Low Value
bjbennet,273,2,222.825,0,Low Value
bjbluford,22,1,95.0,1,Medium Value
bjbolds,293,1,0.0,0,Low Value
bjbrannan,280,1,107.82000000000002,0,Low Value
bjbrasfield,171,1,800.0,1,Medium Value
bjbriley,278,1,510.0,0,Low Value
bjbrumit,259,1,184.8,0,Low Value
bjbublitz,83,2,559.4,1,Medium Value
bjcappello,147,4,662.4,1,Medium Value
bjconkle,115,2,1815.359,1,Medium Value
bjcota,167,1,800.0,1,Medium Value
bjcowell,281,5,5806.76,0,Low Value
bjdamico,282,1,49.9,0,Low Value
bjdelavega,272,5,466.9,0,Low Value
bjdeschamps,12,2,3142.9,1,Medium Value
bjdomingo,191,1,119.9,1,Medium Value
bjdominick,187,1,72.0,1,Medium Value
bjeisenhauer,278,2,207.5,0,Low Value
bjembrey,314,2,450.0,0,Low Value
bjepp,284,3,1958.8,0,Low Value
bjespiritu,155,11,4350.0,1,Medium Value
bjfarris,310,1,10257.7,0,Low Value
bjfaught,282,3,459.29999999999995,0,Low Value
bjferebee,285,1,139.7,0,Low Value
bjfillion,37,13,20884.1,1,Medium Value
bjfollansbee,284,1,1098.9,0,Low Value
bjfuller,278,1,589.9,0,Low Value
bjgabor,278,2,569.81,0,Low Value
bjgall,134,2,154.1,1,Medium Value
bjgarden,271,1,124.5,0,Low Value
bjgiesen,82,1,89.9,1,Medium Value
bjgravely,113,2,519.8,1,Medium Value
bjgwinn,155,3,10077.599999999999,1,Medium Value
bjhaddix,66,3,171.8,1,Medium Value
bjhanke,2,7,1111.69,1,Medium Value
bjhavens,264,4,1936.6,0,Low Value
bjhess,154,4,2300.0,1,Medium Value
bjhillhouse,154,4,1100.0,1,Medium Value
bjholl,154,1,400.0,1,Medium Value
bjhume,285,1,622.383,0,Low Value
bjhuse,191,1,5155.2,1,Medium Value
bjingrassia,153,4,1854.025,1,Medium Value
bjjacques,167,2,7200.0,1,Medium Value
bjjonson,106,4,7060.674,1,Medium Value
bjjorgensen,198,8,1416.5,1,Medium Value
bjlach,114,12,4256.93,1,Medium Value
bjleisure,155,1,200.0,1,Medium Value
bjlooney,196,1,65.0,1,Medium Value
bjmarquardt,285,1,176.5,0,Low Value
bjmatheny,278,4,8638.56,0,Low Value
bjmcmann,194,2,249.8,1,Medium Value
bjmilian,167,2,1520.0,1,Medium Value
bjmoran,272,1,352.9,0,Low Value
bjnoble,291,4,0.0,0,Low Value
bjodegaard,136,2,626.8,1,Medium Value
bjparman,193,3,1113.9,1,Medium Value
bjparmer,174,1,4788.4,1,Medium Value
bjpetties,276,5,269.09999999999997,0,Low Value
bjplaisted,275,1,12.9,0,Low Value
bjpoteet,180,5,7112.535,1,Medium Value
bjpulley,278,1,1899.9,0,Low Value
bjquintanilla,96,2,212.3,1,Medium Value
bjroberto,276,1,69.9,0,Low Value
bjruff,155,1,100.0,1,Medium Value
bjsammons,280,1,120.0,0,Low Value
bjsaulsberry,40,1,117.80000000000001,1,Medium Value
bjschuman,278,1,359.79999999999995,0,Low Value
bjseverino,81,1,119.9,1,Medium Value
bjshand,256,4,414.9,0,Low Value
bjshewmaker,330,1,29.9,0,Low Value
bjshippee,159,3,843.0640000000001,1,Medium Value
bjsquier,179,15,33800.44,1,Medium Value
bjsuhr,276,1,947.0,0,Low Value
bjsweat,151,1,167.0,1,Medium Value
bjswofford,113,1,76.5,1,Medium Value
bjtemple,210,1,75.0,0,Low Value
bjthiessen,260,1,148.0,0,Low Value
bjthrockmorton,292,5,4165.8,0,Low Value
bjtrice,177,1,800.0,1,Medium Value
bjtruss,156,1,300.0,1,Medium Value
bjvarner,301,1,218.0,0,Low Value
bjwargo,275,1,106.3,0,Low Value
bjwestberry,285,1,179.9,0,Low Value
bjwoodberry,280,4,556.6265500000001,0,Low Value
bkakins,60,14,10474.5,1,Medium Value
bkammon,96,8,3462.3325,1,Medium Value
bkarmijo,278,1,149.9,0,Low Value
bkaskins,241,3,1533.655,0,Low Value
bkballing,93,3,559.5,1,Medium Value
bkbechtold,16,2,180.2,1,Medium Value
bkbeecham,237,1,269.9,0,Low Value
bkblais,276,1,5850.700000000001,0,Low Value
bkboyers,167,3,7200.0,1,Medium Value
bkboyette,218,1,187.5,0,Low Value
bkbrodersen,153,2,5000.0,1,Medium Value
bkbrouwer,167,2,800.0,1,Medium Value
bkbyas,154,1,500.0,1,Medium Value
bkcanning,156,2,450.0,1,Medium Value
bkcartier,166,2,800.0,1,Medium Value
bkchau,117,1,129.9,1,Medium Value
bkclarke,187,1,6999.0,1,Medium Value
bkclaus,275,1,125.22,0,Low Value
bkcockrum,114,1,49.9,1,Medium Value
bkcordell,42,4,280.3,1,Medium Value
bkcramer,108,3,306.9,1,Medium Value
bkcredle,136,11,9901.5,1,Medium Value
bkdecicco,51,4,768.9,1,Medium Value
bkdeem,167,3,4800.0,1,Medium Value
bkdejohn,130,1,149.9,1,Medium Value
bkdell,278,1,427.6,0,Low Value
bkdewald,357,2,3900.0,0,Low Value
bkdicks,259,5,964.5,0,Low Value
bkdonlon,155,3,1808.0,1,Medium Value
bkdonofrio,78,28,6753.639999999999,1,Medium Value
bkdrayton,198,1,242.0,1,Medium Value
bkdunagan,278,5,9337.5,0,Low Value
bkemmett,278,1,29.925,0,Low Value
bkerby,184,1,85.2,1,Medium Value
bkforshee,285,1,135.0,0,Low Value
bkfrigo,195,1,500.0,1,Medium Value
bkfry,155,2,600.0,1,Medium Value
bkgarofalo,154,1,300.0,1,Medium Value
bkgirardi,3,17,10318.43,1,Medium Value
bkgoods,189,3,366.0,1,Medium Value
bkguerra,155,1,100.0,1,Medium Value
bkgula,195,1,200.0,1,Medium Value
bkgumbs,155,1,200.0,1,Medium Value
bkharbert,73,2,180.0,1,Medium Value
bkhartfield,328,6,381.3,0,Low Value
bkhaynes,204,1,0.0,0,Low Value
bkhelms,56,1,29.9,1,Medium Value
bkher,284,1,83.8,0,Low Value
bkhoman,199,2,239.8,1,Medium Value
bkinnis,188,2,796.0,1,Medium Value
bkinsley,285,1,183.5235,0,Low Value
bkkiesel,183,6,6541.476000000001,1,Medium Value
bkkollman,107,1,912.88,1,Medium Value
bklacour,15,9,21749.91,1,Medium Value
bklade,265,1,670.0,0,Low Value
bklanz,198,1,73.8,1,Medium Value
bklatham,1,1,4419.9,1,Medium Value
bklayfield,143,1,419.9,1,Medium Value
bklindahl,258,1,339.8,0,Low Value
bklomas,265,1,646.9,0,Low Value
bklowry,15,2,5099.8,1,Medium Value
bklyons,278,1,253.8,0,Low Value
bkmaas,322,3,784.1,0,Low Value
bkmabery,154,3,900.0,1,Medium Value
bkmacfarlane,117,1,79.5,1,Medium Value
bkmaffei,155,1,300.0,1,Medium Value
bkmahr,196,1,88.0,1,Medium Value
bkmancia,110,4,4051.0,1,Medium Value
bkmarano,278,1,79.8,0,Low Value
bkmarx,154,1,500.0,1,Medium Value
bkmauck,31,1,3199.9,1,Medium Value
bkmckeown,154,1,400.0,1,Medium Value
bkmeraz,189,1,124.0,1,Medium Value
bkmitchell,274,3,459.40000000000003,0,Low Value
bkmoats,338,2,236.5,0,Low Value
bkmorales,346,1,1912.0,0,Low Value
bkmroz,195,2,1200.0,1,Medium Value
bkmulvaney,183,1,250.0,1,Medium Value
bkmundt,170,1,39.4,1,Medium Value
bknardone,264,17,1996.91,0,Low Value
bknewquist,197,1,66.0,1,Medium Value
bknovoa,143,2,2874.0,1,Medium Value
bkochs,115,40,98928.882,1,Medium Value
bkoliveira,168,2,8241.66,1,Medium Value
bkoliverio,279,1,48.0,0,Low Value
bkparedes,282,1,139.8,0,Low Value
bkpollock,116,1,103.9,1,Medium Value
bkporch,89,8,6185.13,1,Medium Value
bkpugsley,278,1,1505.2,0,Low Value
bkrameriz,159,3,8492.5,1,Medium Value
bkrash,258,1,450.0,0,Low Value
bkrichardson,271,1,24.9,0,Low Value
bkrickert,278,1,106.92,0,Low Value
bkrosol,154,2,1000.0,1,Medium Value
bksaulter,321,1,69.9,0,Low Value
bkscurlock,167,4,700.0,1,Medium Value
bkseibert,167,1,450.0,1,Medium Value
bksell,276,1,44.9,0,Low Value
bkshade,283,1,99.8,0,Low Value
bksitz,294,1,49.8,0,Low Value
bkslemp,279,1,362.5,0,Low Value
bkspector,122,6,767.5,1,Medium Value
bksprankle,162,1,296.25,1,Medium Value
bksteward,4,1,430.5,1,Medium Value
bkstillings,315,2,308.0,0,Low Value
bksummerlin,111,4,2582.216,1,Medium Value
bktadlock,281,1,0.0,0,Low Value
bktheobald,157,3,2612.5,1,Medium Value
bkthornton,308,1,100.0,0,Low Value
bktokarz,186,1,7580.0,1,Medium Value
bktoles,104,4,200.0,1,Medium Value
bktookes,277,1,1278.9,0,Low Value
bktoomey,93,1,1299.9,1,Medium Value
bktrogdon,315,3,314.7,0,Low Value
bkulmer,275,1,186.2,0,Low Value
bkvibbert,167,1,500.0,1,Medium Value
bkwagar,324,1,207.6,0,Low Value
bkwalcott,167,1,34.0,1,Medium Value
bkwhisenant,214,5,1408.99,0,Low Value
bkwillman,15,6,3498.1800000000003,1,Medium Value
bkwisniewski,113,1,417.0,1,Medium Value
bkwitham,284,3,0.0,0,Low Value
bkwolfgang,256,9,6442.925,0,Low Value
bkwong,278,5,25856.4,0,Low Value
bkwortham,284,1,29.9,0,Low Value
bkyoung,290,1,400.0,0,Low Value
blackerman,335,3,4063.9,0,Low Value
blalcazar,278,1,169.9,0,Low Value
blalday,331,1,129.9,0,Low Value
blalmanzar,103,5,25141.050000000003,1,Medium Value
blalter,264,11,3340.67,0,Low Value
blbaldridge,190,1,800.0,1,Medium Value
blbanfield,350,1,120.0,0,Low Value
blbernstein,112,26,55436.869,1,Medium Value
blbess,111,4,1384.292,1,Medium Value
blbevis,179,1,99.0,1,Medium Value
blbissonette,103,7,7681.6,1,Medium Value
blblocker,284,1,169.9,0,Low Value
blbolyard,278,5,11431.88,0,Low Value
blbonenfant,94,2,240.0,1,Medium Value
blboos,152,1,34.9,1,Medium Value
blbraden,163,3,1282.0,1,Medium Value
blbradfield,285,7,773.0699999999999,0,Low Value
blbuie,252,1,120.0,0,Low Value
blbumpus,302,39,53339.0,0,Low Value
blbunce,278,3,1839.6,0,Low Value
blburgan,86,1,550.8,1,Medium Value
blbussiere,285,1,49.9,0,Low Value
blcalvo,180,2,666.9,1,Medium Value
blcandelario,64,1,79.7,1,Medium Value
blcantara,284,1,174.7,0,Low Value
blcarlock,194,7,956.0,1,Medium Value
blcasto,16,1,1009.75,1,Medium Value
blcleaver,68,3,209.70000000000002,1,Medium Value
blcollado,45,1,84.0,1,Medium Value
blcoppin,278,1,208.3,0,Low Value
blcreagh,86,1,1113.02,1,Medium Value
blcrossland,128,1,77.8,1,Medium Value
bldalrymple,218,3,12029.4,0,Low Value
bldeem,258,1,125.0,0,Low Value
bldeitch,364,1,71.5,0,Low Value
bldilley,167,1,24.4,1,Medium Value
blduclos,276,1,112.5,0,Low Value
bldunkle,240,8,4788.0,0,Low Value
blenciso,62,1,42.2,1,Medium Value
blerby,324,1,162.63,0,Low Value
blevangelista,263,1,65.705,0,Low Value
blewing,281,1,3187.5,0,Low Value
blfluker,278,2,576.72,0,Low Value
blfondren,173,2,1600.0,1,Medium Value
blfrisch,83,6,769.5,1,Medium Value
blgaffney,197,1,125.44,1,Medium Value
blgamino,26,3,1049.2,1,Medium Value
blgannon,285,1,44.9,0,Low Value
blgardea,196,1,41.0,1,Medium Value
blgariepy,272,1,526.575,0,Low Value
blgore,10,1,14.9,1,Medium Value
blgrimsley,169,3,1800.0,1,Medium Value
blhamil,167,2,8000.0,1,Medium Value
blharold,277,1,149.5,0,Low Value
blhealey,279,2,22066.8,0,Low Value
blhealy,276,6,5098.68,0,Low Value
blhearn,276,3,7806.52,0,Low Value
blherrell,112,1,0.0,1,Medium Value
blhoag,14,6,1060.335,1,Medium Value
blholmstrom,278,2,5666.51,0,Low Value
blhutchins,113,3,628.3,1,Medium Value
blhyman,155,2,1200.0,1,Medium Value
blinniss,169,1,104.0,1,Medium Value
bljaco,132,4,1639.5,1,Medium Value
bljacobo,275,1,966.6,0,Low Value
bljarosz,204,1,99.9,0,Low Value
bljauregui,38,76,1368422.6,2,High Value
bljavier,187,1,400.0,1,Medium Value
bljoachim,189,1,99.9,1,Medium Value
blkells,281,4,1084.9,0,Low Value
blkilkenny,284,1,107.84,0,Low Value
blkimber,293,1,74.9,0,Low Value
blknotts,293,1,53.5,0,Low Value
blkoop,107,4,4110.16,1,Medium Value
blkummer,49,1,11458.3,1,Medium Value
bllandwehr,282,1,122.3,0,Low Value
bllecuyer,155,1,800.0,1,Medium Value
blluellen,106,8,6519.4,1,Medium Value
blluken,329,2,1599.8,0,Low Value
blluna,286,1,1989.8,0,Low Value
blmachin,118,1,48.8,1,Medium Value
blmarcantonio,282,4,1800.0,0,Low Value
blmasterson,107,24,62944.455,1,Medium Value
blmeeker,327,2,1833.5,0,Low Value
blmerle,193,1,76.4,1,Medium Value
blmerrow,257,1,173.92000000000002,0,Low Value
blmerz,267,1,670.0,0,Low Value
blmitcham,91,2,706.995,1,Medium Value
blmyres,111,5,3299.3199999999997,1,Medium Value
blnees,12,1,219.1,1,Medium Value
blnorcross,107,6,5789.3,1,Medium Value
blodonnell,277,1,199.8,0,Low Value
blolivas,199,1,2949.4999999999995,1,Medium Value
blpanton,357,1,72.5,0,Low Value
blparas,202,1,62.9,0,Low Value
blparmenter,156,2,500.0,1,Medium Value
blpaylor,195,1,500.0,1,Medium Value
blperna,279,1,104.8,0,Low Value
blpeterman,266,1,552.5,0,Low Value
blpippen,276,1,1076.0,0,Low Value
blpresswood,292,1,400.0,0,Low Value
blprowell,293,1,120.0,0,Low Value
blrafter,154,8,1600.0,1,Medium Value
blreyna,116,4,3053.3230000000003,1,Medium Value
blroy,23,2,760.0,1,Medium Value
blsalyers,316,3,450.0,0,Low Value
blscherer,108,4,1122.3,1,Medium Value
blseguin,160,3,351.596,1,Medium Value
blseidel,213,2,299.4,0,Low Value
blsontag,167,2,12000.0,1,Medium Value
blsparrow,113,1,328.70000000000005,1,Medium Value
blspindler,202,1,59.9,0,Low Value
blsprankle,258,3,9654.599,0,Low Value
blstabile,155,7,6900.0,1,Medium Value
blstapler,286,1,114.80000000000001,0,Low Value
blstroud,82,1,53.9,1,Medium Value
blteter,69,1,302.8,1,Medium Value
bltyner,154,1,150.0,1,Medium Value
blwhitbeck,361,1,272.7,0,Low Value
blwightman,327,3,659.8,0,Low Value
blwilder,172,1,400.0,1,Medium Value
blwolff,277,3,223.6,0,Low Value
blwoodell,165,11,1130.2,1,Medium Value
blzermeno,327,1,40.2,0,Low Value
bmaddy,315,1,150.0,0,Low Value
bmarguello,353,1,524.9,0,Low Value
bmbail,153,1,300.0,1,Medium Value
bmbaley,246,1,70.7,0,Low Value
bmbarnette,291,1,399.9,0,Low Value
bmbartz,277,8,9206.52,0,Low Value
bmbastien,174,1,139.9,1,Medium Value
bmbaynes,284,1,69.9,0,Low Value
bmbeach,229,1,689.4,0,Low Value
bmbeckmann,195,2,200.0,1,Medium Value
bmbelz,254,1,100.0,0,Low Value
bmbesaw,68,1,1149.0,1,Medium Value
bmblomberg,171,4,7320.0,1,Medium Value
bmbott,162,1,166.4,1,Medium Value
bmbrunetti,1,1,39.9,1,Medium Value
bmcaban,3,1,34.0,1,Medium Value
bmcaesar,278,1,259.848,0,Low Value
bmcalvillo,187,4,2400.0,1,Medium Value
bmdear,16,2,885.4,1,Medium Value
bmdehn,329,2,139.8,0,Low Value
bmdeitz,278,3,4981.14,0,Low Value
bmdejong,278,1,1278.9,0,Low Value
bmdelmonte,164,1,100.9,1,Medium Value
bmdelvecchio,156,1,500.0,1,Medium Value
bmdrennon,110,12,30973.058,1,Medium Value
bmdriggers,125,1,99.9,1,Medium Value
bmduchene,13,1,2099.9,1,Medium Value
bmebron,284,1,168.8,0,Low Value
bmestell,261,3,2135.8,0,Low Value
bmfahey,24,2,99.8,1,Medium Value
bmfedele,23,1,75.0,1,Medium Value
bmfelix,94,1,75.99000000000001,1,Medium Value
bmflick,192,2,1388.88,1,Medium Value
bmfritch,148,1,1847.1999999999998,1,Medium Value
bmfuqua,281,1,154.8,0,Low Value
bmgardin,240,1,259.5,0,Low Value
bmgarner,110,2,0.0,1,Medium Value
bmgarrett,239,1,6187.5,0,Low Value
bmgayton,90,1,169.0,1,Medium Value
bmgolla,2,3,257.7,1,Medium Value
bmgraf,274,8,52033.6,0,Low Value
bmgrass,284,3,312.6,0,Low Value
bmgreeley,264,7,5903.38,0,Low Value
bmgriffing,154,1,800.0,1,Medium Value
bmgulley,14,1,89.9,1,Medium Value
bmhales,314,2,1200.0,0,Low Value
bmhalter,3,1,41.9,1,Medium Value
bmhardiman,323,2,4799.700000000001,0,Low Value
bmhawkes,114,2,12458.31,1,Medium Value
bmhaydon,122,1,464.5,1,Medium Value
bmherndon,225,1,119.80000000000001,0,Low Value
bmhickey,183,1,1392.9199999999998,1,Medium Value
bmhomes,251,1,112.6,0,Low Value
bmhorne,134,1,99.9,1,Medium Value
bmhughley,11,1,443.0,1,Medium Value
bmiliff,60,12,11683.3,1,Medium Value
bmjent,154,5,4000.0,1,Medium Value
bmjose,159,1,169.85,1,Medium Value
bmjules,281,1,0.0,0,Low Value
bmkhan,154,1,500.0,1,Medium Value
bmkirschbaum,338,2,289.0,0,Low Value
bmklimas,275,1,171.5,0,Low Value
bmkrupp,276,1,212.6,0,Low Value
bmliedtke,261,3,1482.8,0,Low Value
bmlokey,237,4,870.2,0,Low Value
bmloyola,154,23,31807.679999999997,1,Medium Value
bmlucht,250,4,343.5,0,Low Value
bmmagdaleno,50,1,99.9,1,Medium Value
bmmancuso,285,1,330.0,0,Low Value
bmmarrufo,20,1,12146.0,1,Medium Value
bmmastin,27,3,1799.3999999999999,1,Medium Value
bmmccane,134,2,259.70000000000005,1,Medium Value
bmmcdevitt,186,1,370.9,1,Medium Value
bmmeacham,250,3,711.0999999999999,0,Low Value
bmmeaney,222,1,124.9,0,Low Value
bmmengel,87,11,3684.79956,1,Medium Value
bmmitchell,178,2,350.55,1,Medium Value
bmmoncrief,154,1,60.0,1,Medium Value
bmmoores,199,2,146.0,1,Medium Value
bmmorado,84,3,27179.8,1,Medium Value
bmmorehead,169,3,4578.0,1,Medium Value
bmmorin,176,1,119.9,1,Medium Value
bmmosteller,144,1,3400.0,1,Medium Value
bmmote,117,20,12544.055,1,Medium Value
bmmotes,258,1,49.8,0,Low Value
bmmozee,187,3,8183.1,1,Medium Value
bmmullinix,164,4,34848.1,1,Medium Value
bmneuman,280,2,79.8,0,Low Value
bmnicholson,239,1,60.0,0,Low Value
bmorenstein,117,1,897.3,1,Medium Value
bmotterson,248,4,736.85,0,Low Value
bmoutland,101,1,9100.0,1,Medium Value
bmpfeffer,265,11,4570.375,0,Low Value
bmplouffe,278,6,24446.8,0,Low Value
bmporter,275,1,149.9,0,Low Value
bmputt,285,4,2288.8,0,Low Value
bmrioux,201,2,1514.85,1,Medium Value
bmrundell,283,1,299.8,0,Low Value
bmschull,264,1,72.0,0,Low Value
bmseverin,147,1,65.0,1,Medium Value
bmshenk,286,1,35.0,0,Low Value
bmstamper,277,1,1998.4,0,Low Value
bmstanek,282,1,149.8,0,Low Value
bmtackett,154,3,300.0,1,Medium Value
bmtozier,112,12,493.3,1,Medium Value
bmtrice,95,15,4360.68,1,Medium Value
bmvarley,323,2,279.8,0,Low Value
bmvegas,281,1,835.83,0,Low Value
bmvidrio,257,6,8705.68,0,Low Value
bmvillagomez,212,6,1107.4,0,Low Value
bmvolk,113,4,0.0,1,Medium Value
bmvolkert,167,1,0.0,1,Medium Value
bmwhalen,112,6,12990.86,1,Medium Value
bmwidener,155,1,400.0,1,Medium Value
bmwillilams,44,3,133.7,1,Medium Value
bmwilton,86,2,1919.0,1,Medium Value
bmwoolsey,260,2,596.0,0,Low Value
bmwork,210,4,1959.15,0,Low Value
bmworrall,264,6,938.608,0,Low Value
bmzamora,156,1,2500.0,1,Medium Value
bnaikens,278,1,56.48,0,Low Value
bnali,282,2,206.8,0,Low Value
bnarviso,22,1,99.9,1,Medium Value
bnayers,98,1,894.7,1,Medium Value
